Work item ID,Work type,Summary,Description,Priority,Parent,Labels
2031,Story,[RF-CFG-01] Configurar tratamiento de IVA,"RF: RF-CFG-01

Historia de usuario:
Como Dueño, quiero configurar tratamiento de iva para adaptar reglas sin modificar código.

Enunciado verificable:
El sistema deberá permitir configurar el porcentaje general de IVA y definir por producto si el impuesto aplica, conservando el historial de cambios.

Criterio de aceptación (BDD):
Dado un porcentaje de IVA válido y la configuración tributaria de un producto, cuando el Dueño confirme el cambio, entonces el sistema deberá aplicar la nueva configuración a operaciones posteriores y conservar el valor anterior, el nuevo valor, el actor y la fecha.

Trazabilidad:
- Fuente: EV-VT-T03-05
- Caso de uso: CU-31
- Caso de prueba: CP-31
- Componente: Configuración
- Estado de traza: Completa
- Estado en ERS: Aprobado en baseline v2.0
- Prioridad MoSCoW: Must",High,1013,fabrogym-pe5
2032,Story,[RF-BCK-01] Generar respaldo,"RF: RF-BCK-01

Historia de usuario:
Como Superadministrador, quiero generar respaldo para recuperar la operación ante fallos.

Enunciado verificable:
El sistema deberá permitir iniciar un respaldo cifrado y consultar su estado y fecha de finalización.

Criterio de aceptación (BDD):
Dado un Superadministrador autenticado, cuando solicite un respaldo, entonces el sistema deberá iniciar el proceso cifrado, asignar un identificador y mostrar el estado y la fecha de finalización cuando concluya.

Trazabilidad:
- Fuente: EV-VT-T03-10
- Caso de uso: CU-32
- Caso de prueba: CP-32
- Componente: Continuidad
- Estado de traza: Completa
- Estado en ERS: Aprobado en baseline v2.0
- Prioridad MoSCoW: Should",Medium,1014,fabrogym-pe5
2033,Story,[RF-BCK-02] Restaurar respaldo,"RF: RF-BCK-02

Historia de usuario:
Como Superadministrador, quiero restaurar respaldo para recuperar la operación ante fallos.

Enunciado verificable:
El sistema deberá permitir restaurar un respaldo seleccionado mediante confirmación explícita, verificación de integridad y registro de auditoría.

Criterio de aceptación (BDD):
Dado un respaldo íntegro seleccionado, cuando el Superadministrador confirme explícitamente la restauración, entonces el sistema deberá verificar su integridad, ejecutar la restauración y registrar la operación en auditoría; si la verificación falla, no deberá restaurar.

Trazabilidad:
- Fuente: EV-VT-T03-10
- Caso de uso: CU-33
- Caso de prueba: CP-33
- Componente: Continuidad
- Estado de traza: Completa
- Estado en ERS: Aprobado en baseline v2.0
- Prioridad MoSCoW: Should",Medium,1014,fabrogym-pe5
2034,Story,[RF-CFG-02] Configurar horario de atención,"RF: RF-CFG-02

Historia de usuario:
Como Dueño, quiero configurar horario de atención para adaptar reglas sin modificar código.

Enunciado verificable:
El sistema deberá permitir configurar los días y horas de atención del gimnasio y deberá mostrarlos al cliente.

Criterio de aceptación (BDD):
Dado un Dueño autenticado y una configuración válida de días y horas, cuando guarde el horario, entonces el sistema deberá actualizarlo y mostrar al Cliente únicamente el horario vigente.

Trazabilidad:
- Fuente: IND-14; V7
- Caso de uso: CU-34
- Caso de prueba: CP-34
- Componente: Configuración
- Estado de traza: Completa
- Estado en ERS: Aprobado en baseline v2.0
- Prioridad MoSCoW: Could",Low,1013,fabrogym-pe5
2035,Story,[RF-IA-RUT-01] Generar recomendación de rutina,"RF: RF-IA-RUT-01

Historia de usuario:
Como Cliente/Instructor, quiero generar recomendación de rutina para apoyar decisiones sin sustituir al usuario.

Enunciado verificable:
El sistema deberá generar hasta tres alternativas de rutina a partir del objetivo declarado, la disponibilidad semanal, el historial operativo no sensible y el catálogo de ejercicios autorizado.

Criterio de aceptación (BDD):
Dado un objetivo operativo, disponibilidad semanal, historial no sensible y catálogo autorizado, cuando se solicite una recomendación, entonces el componente deberá devolver como máximo tres alternativas ordenadas de rutina y una explicación de los factores utilizados.

Trazabilidad:
- Fuente: EV-VT-T02-05; H03; PE5-OE3
- Caso de uso: CU-35
- Caso de prueba: CP-35
- Componente: Inteligencia artificial
- Estado de traza: Completa
- Estado en ERS: Aprobado como requisito PE5; implementación pendiente
- Prioridad MoSCoW: Must",High,1015,fabrogym-pe5
2036,Story,"[RF-IA-RUT-02] Aceptar, rechazar o solicitar alternativa","RF: RF-IA-RUT-02

Historia de usuario:
Como Cliente, quiero aceptar, rechazar o solicitar alternativa para apoyar decisiones sin sustituir al usuario.

Enunciado verificable:
El sistema deberá permitir aceptar, rechazar o solicitar una alternativa antes de incorporar una recomendación a la propuesta de rutina.

Criterio de aceptación (BDD):
Dado que el Cliente visualiza una recomendación de rutina, cuando seleccione aceptar, rechazar o solicitar alternativa, entonces el sistema deberá registrar la decisión y no deberá activar automáticamente la recomendación.

Trazabilidad:
- Fuente: Decisión del equipo; PE5-OE3
- Caso de uso: CU-36
- Caso de prueba: CP-36
- Componente: Inteligencia artificial
- Estado de traza: Completa
- Estado en ERS: Aprobado como requisito PE5; implementación pendiente
- Prioridad MoSCoW: Must",High,1015,fabrogym-pe5
2037,Story,[RF-IA-RUT-03] Revisar recomendación de rutina,"RF: RF-IA-RUT-03

Historia de usuario:
Como Instructor, quiero revisar recomendación de rutina para apoyar decisiones sin sustituir al usuario.

Enunciado verificable:
El sistema deberá exigir la revisión del instructor antes de activar una rutina recomendada y deberá conservar la decisión y el motivo.

Criterio de aceptación (BDD):
Dado una recomendación aceptada por el Cliente, cuando el Instructor la revise, entonces el sistema deberá permitir aprobarla o rechazarla con motivo; únicamente una aprobación explícita podrá habilitar su activación.

Trazabilidad:
- Fuente: EV-VT-T01-07; EV-VT-T01-08; H02
- Caso de uso: CU-37
- Caso de prueba: CP-37
- Componente: Inteligencia artificial
- Estado de traza: Completa
- Estado en ERS: Aprobado como requisito PE5; implementación pendiente
- Prioridad MoSCoW: Must",High,1015,fabrogym-pe5
2038,Story,[RF-IA-ABA-01] Calcular riesgo de inactividad,"RF: RF-IA-ABA-01

Historia de usuario:
Como Dueño, quiero calcular riesgo de inactividad para apoyar decisiones sin sustituir al usuario.

Enunciado verificable:
El sistema deberá calcular semanalmente un nivel de riesgo bajo, medio o alto usando únicamente asistencia, vigencia de membresía y frecuencia histórica.

Criterio de aceptación (BDD):
Dado el historial de asistencia, vigencia de membresía y frecuencia histórica de un cliente, cuando se ejecute el cálculo semanal, entonces el componente deberá asignar un nivel bajo, medio o alto y registrar la fecha del cálculo.

Trazabilidad:
- Fuente: PE5-OE3; decisión de diseño
- Caso de uso: CU-38
- Caso de prueba: CP-38
- Componente: Inteligencia artificial
- Estado de traza: Completa
- Estado en ERS: Aprobado como requisito PE5; implementación pendiente
- Prioridad MoSCoW: Should",Medium,1015,fabrogym-pe5
2039,Story,[RF-IA-ABA-02] Mostrar alertas de riesgo,"RF: RF-IA-ABA-02

Historia de usuario:
Como Dueño/Recepcionista, quiero mostrar alertas de riesgo para apoyar decisiones sin sustituir al usuario.

Enunciado verificable:
El sistema deberá mostrar los clientes con riesgo medio o alto, los factores principales y la fecha del cálculo, sin ejecutar acciones automáticas.

Criterio de aceptación (BDD):
Dado que existen clientes clasificados con riesgo medio o alto, cuando Dueño o Recepcionista consulte las alertas, entonces el sistema deberá mostrar el nivel, la fecha y los principales factores de cada alerta sin ejecutar acciones automáticas.

Trazabilidad:
- Fuente: PE5-OE3; decisión de diseño
- Caso de uso: CU-39
- Caso de prueba: CP-39
- Componente: Inteligencia artificial
- Estado de traza: Completa
- Estado en ERS: Aprobado como requisito PE5; implementación pendiente
- Prioridad MoSCoW: Should",Medium,1015,fabrogym-pe5
2040,Story,[RF-IA-ABA-03] Registrar seguimiento de alerta,"RF: RF-IA-ABA-03

Historia de usuario:
Como Recepcionista, quiero registrar seguimiento de alerta para apoyar decisiones sin sustituir al usuario.

Enunciado verificable:
El sistema deberá permitir registrar el contacto, aplazamiento o descarte de una alerta y deberá conservar la decisión humana para auditoría.

Criterio de aceptación (BDD):
Dado una alerta de riesgo visible, cuando Recepción registre contacto, aplazamiento o descarte, entonces el sistema deberá guardar la acción, responsable, fecha y observación para auditoría.

Trazabilidad:
- Fuente: PE5-OE3; decisión de diseño
- Caso de uso: CU-40
- Caso de prueba: CP-40
- Componente: Inteligencia artificial
- Estado de traza: Completa
- Estado en ERS: Aprobado como requisito PE5; implementación pendiente
- Prioridad MoSCoW: Should",Medium,1015,fabrogym-pe5
